website_name,text
yelp,"Our waiter was very attentive, friendly, and informative."
yelp,This is one of the better buffets that I have been to.
yelp,"Love the margaritas, too!"
yelp,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was."
yelp,It was delicious!!!
yelp,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.
yelp,Have been going since 2007 and every meal has been awesome!!
yelp,"Very convenient, since we were staying at the MGM!"
yelp,And service was super friendly.
yelp,Bacon is hella salty.
yelp,Damn good steak.
yelp,"For sushi on the Strip, this is the place to go."
yelp,"Oh this is such a thing of beauty, this restaurant."
yelp,This place has it!
yelp,I love the fact that everything on their menu is worth it.
yelp,Wow very spicy but delicious.
yelp,Everything was good and tasty!
yelp,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."
yelp,"Great atmosphere, friendly and fast service."
yelp,I don't know what kind it is but they have the best iced tea.
yelp,Service is also cute.
yelp,"We had fantastic service, and were pleased by the atmosphere."
yelp,Service is friendly and inviting.
yelp,Now this dish was quite flavourful.
yelp,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat."
yelp,"Went in for happy hour, great list of wines."
yelp,Very good lunch spot.
yelp,It is worth the drive.
yelp,Food was great and so was the serivce!
yelp,"That said, our mouths and bellies were still quite pleased."
yelp,Check it out.
yelp,(The bathroom is just next door and very nice.)
yelp,By far the BEST cheesecurds we have ever had!
yelp,My ribeye steak was cooked perfectly and had great mesquite flavor.
yelp,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!"
yelp,The bathrooms are clean and the place itself is well decorated.
yelp,"I got to enjoy the seafood salad, with a fabulous vinegrette."
yelp,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!
yelp,"I loved the grilled pizza, reminded me of legit Italian pizza."
yelp,"The dining space is tiny, but elegantly decorated and comfortable."
yelp,One of the few places in Phoenix that I would definately go back to again .
yelp,It'll be a regular stop on my trips to Phoenix!
yelp,I love their fries and their beans.
yelp,Def coming back to bowl next time
yelp,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.
yelp,They were excellent.
yelp,I ordered the Lemon raspberry ice cocktail which was also incredible.
yelp,Will be back again!
yelp,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.
yelp,The staff was very attentive.
yelp,And the chef was generous with his time (even came around twice so we can take pictures with him).
yelp,Highly recommended.
yelp,So absolutley fantastic.
yelp,The shrimp tender and moist.
yelp,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.
yelp,I found this place by accident and I could not be happier.
yelp,Dessert: Panna Cotta was amazing.
yelp,This is a GREAT place to eat!
yelp,"Thus far, have only visited twice and the food was absolutely delicious each time."
yelp,That's right....the red velvet cake.....ohhh this stuff is so good.
yelp,We had 7 at our table and the service was pretty fast.
yelp,Good prices.
yelp,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked."
yelp,The restaurant atmosphere was exquisite.
yelp,"Give it a try, you will be happy you did."
yelp,Some highlights : Great quality nigiri here!
yelp,"After one bite, I was hooked."
yelp,Our server was very nice and attentive as were the other serving staff.
yelp,My drink was never empty and he made some really great menu suggestions.
yelp,Update.....went back for a second time and it was still just as amazing
yelp,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!
yelp,The jalapeno bacon is soooo good.
yelp,We'd definitely go back here again.
yelp,"Not a weekly haunt, but definitely a place to come back to every once in a while."
yelp,The seafood was fresh and generous in portion.
yelp,Sooooo good!!
yelp,All I have to say is the food was amazing!!!
yelp,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here."
yelp,This is my new fav Vegas buffet spot.
yelp,My friend loved the salmon tartar.
yelp,The yellowtail carpaccio was melt in your mouth fresh.
yelp,This is one of the best bars with food in Vegas.
yelp,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied."
yelp,I love this place.
yelp,I can assure you that you won't be disappointed.
yelp,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder."
yelp,"Not to mention the combination of pears, almonds and bacon is a big winner!"
yelp,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!
yelp,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff."
yelp,The waitress and manager are so friendly.
yelp,Good beer & drink selection and good food selection.
yelp,I can't wait to go back.
yelp,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.
yelp,No complaints!
yelp,Eclectic selection.
yelp,The folks at Otto always make us feel so welcome and special.
yelp,Great time - family dinner on a Sunday night.
yelp,You cant go wrong with any of the food here.
yelp,All the bread is made in-house!
yelp,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.
yelp,"Service is quick and even ""to go"" orders are just like we like it!"
yelp,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks."
yelp,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.
yelp,Great food and great service in a clean and friendly setting.
yelp,"He also came back to check on us regularly, excellent service."
yelp,The cashier was friendly and even brought the food out to me.
yelp,Service was very prompt.
yelp,the staff is friendly and the joint is always clean.
yelp,So we went to Tigerlilly and had a fantastic afternoon!
yelp,"If you're not familiar, check it out."
yelp,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected."
yelp,Waitress was sweet and funny.
yelp,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!"
yelp,Much better than the other AYCE sushi place I went to in Vegas.
yelp,"Good food , good service ."
yelp,I did not expect this to be so good!
yelp,I love the Pho and the spring rolls oh so yummy you have to try.
yelp,Delicious and I will absolutely be back!
yelp,DELICIOUS!!
yelp,I love this place.
yelp,Best breakfast buffet!!!
yelp,"Overall, a great experience."
yelp,Wow... Loved this place.
yelp,"Very good, though!"
yelp,Never had anything to complain about here.
yelp,It's a great place and I highly recommend it.
yelp,"I gave it 5 stars then, and I'm giving it 5 stars now."
yelp,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming."
yelp,This place is two thumbs up....way up.
yelp,"This hole in the wall has great Mexican street tacos, and friendly staff."
yelp,We enjoy their pizza and brunch.
yelp,Hands down my favorite Italian restaurant!
yelp,The Greek dressing was very creamy and flavorful.
yelp,Service was exceptional and food was a good as all the reviews.
yelp,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good."
yelp,An extensive menu provides lots of options for breakfast.
yelp,Their monster chicken fried steak and eggs is my all time favorite.
yelp,Everything was perfect the night we were in.
yelp,"It's close to my house, it's low-key, non-fancy, affordable prices, good food."
yelp,"The food was delicious, our bartender was attentive and personable AND we got a great deal!"
yelp,"Level 5 spicy was perfect, where spice didn't over-whelm the soup."
yelp,"The best place in Vegas for breakfast (just check out a Sat, or Sun."
yelp,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."
yelp,The steaks are all well trimmed and also perfectly cooked.
yelp,"Everyone is very attentive, providing excellent customer service."
yelp,Join the club and get awesome offers via email.
yelp,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.
yelp,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar."
yelp,I hope this place sticks around.
yelp,The price is reasonable and the service is great.
yelp,I can say that the desserts were yummy.
yelp,Cooked to perfection and the service was impeccable.
yelp,The only redeeming quality of the restaurant was that it was very inexpensive.
yelp,The sweet potato tots were good but the onion rings were perfection or as close as I have had.
yelp,"Seriously flavorful delights, folks."
yelp,If you stay in Vegas you must get breakfast here at least once.
yelp,The restaurant is very clean and has a family restaurant feel to it.
yelp,This place was such a nice surprise!
yelp,He came running after us when he realized my husband had left his sunglasses on the table.
yelp,The food is very good for your typical bar food.
yelp,This is an unbelievable BARGAIN!
yelp,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."
yelp,The Veggitarian platter is out of this world!
yelp,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.
yelp,Great place to relax and have an awesome burger and beer.
yelp,Talk about great customer service of course we will be back.
yelp,This is some seriously good pizza and I'm an expert/connisseur on the topic.
yelp,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."
yelp,From what my dinner companions told me...everything was very fresh with nice texture and taste.
yelp,"If you want healthy authentic or ethic food, try this place."
yelp,Food was really good and I got full petty fast.
yelp,I'd love to go back.
yelp,"This place is like Chipotle, but BETTER."
yelp,They have a really nice atmosphere.
yelp,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.
yelp,I really enjoyed eating here.
yelp,The best place to go for a tasty bowl of Pho!
yelp,Great Pizza and Salads!
yelp,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations."
yelp,"Good service, very clean, and inexpensive, to boot!"
yelp,The owners are super friendly and the staff is courteous.
yelp,"Very good food, great atmosphere.1"
yelp,This was my first and only Vegas buffet and it did not disappoint.
yelp,Interesting decor.
yelp,"Plus, it's only 8 bucks."
yelp,"Great steak, great sides, great wine, amazing desserts."
yelp,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !
yelp,"The staff is great, the food is delish, and they have an incredible beer selection."
yelp,Nargile - I think you are great.
yelp,Today is the second time I've been to their lunch buffet and it was pretty good.
yelp,I would recommend saving room for this!
yelp,This place receives stars for their APPETIZERS!!!
yelp,It is PERFECT for a sit-down family meal or get together with a few friends.
yelp,"I had heard good things about this place, but it exceeding every hope I could have dreamed of."
yelp,They were golden-crispy and delicious.
yelp,"The wontons were thin, not thick and chewy, almost melt in your mouth."
yelp,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting."
yelp,Ample portions and good prices.
yelp,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!
yelp,The food was outstanding and the prices were very reasonable.
yelp,"In an interesting part of town, this place is amazing."
yelp,I want to first say our server was great and we had perfect service.
yelp,Im in AZ all the time and now have my new spot.
yelp,The ambience is wonderful and there is music playing.
yelp,This is the place where I first had pho and it was amazing!!
yelp,Both of the egg rolls were fantastic.
yelp,It was just not a fun experience.
yelp,Cant say enough good things about this place.
yelp,The bartender was also nice.
yelp,Their steaks are 100% recommended!
yelp,Awesome service and food.
yelp,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!"
yelp,A good time!
yelp,I will come back here every time I'm in Vegas.
yelp,The lighting is just dark enough to set the mood.
yelp,Service was fantastic.
yelp,"A couple of months later, I returned and had an amazing meal."
yelp,The food came out at a good pace.
yelp,Great food and awesome service!
yelp,I love the decor with the Chinese calligraphy wall paper.
yelp,Service is perfect and the family atmosphere is nice to see.
yelp,Once you get inside you'll be impressed with the place.
yelp,Would come back again if I had a sushi craving while in Vegas.
yelp,High-quality chicken on the chicken Caesar salad.
yelp,We were promptly greeted and seated.
yelp,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!"
yelp,Fantastic service here.
yelp,Just had lunch here and had a great experience.
yelp,The pancake was also really good and pretty large at that.
yelp,The service was outshining & I definitely recommend the Halibut.
yelp,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
yelp,A great way to finish a great.
yelp,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!)."
yelp,"This place is pretty good, nice little vibe in the restaurant."
yelp,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.
yelp,So flavorful and has just the perfect amount of heat.
yelp,This wonderful experience made this place a must-stop whenever we are in town again.
yelp,We were sat right on time and our server from the get go was FANTASTIC!
yelp,OMG I felt like I had never eaten Thai food until this dish.
yelp,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.
yelp,Very very fun chef.
yelp,"The food, amazing."
yelp,An excellent new restaurant by an experienced Frenchman.
yelp,I will be back many times soon.
yelp,There was a warm feeling with the service and I felt like their guest for a special treat.
yelp,The atmosphere here is fun.
yelp,"I'm so happy to be here!!!"""
yelp,Their chow mein is so good!
yelp,"The service was great, even the manager came and helped with our table."
yelp,Just as good as when I had it more than a year ago!
yelp,What I really like there is the crepe station.
yelp,It was absolutely amazing.
yelp,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!
yelp,"On the up side, their cafe serves really good food."
yelp,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night."
yelp,Everyone is treated equally special.
yelp,"This isn't a small family restaurant, this is a fine dining establishment."
yelp,I'll definitely be in soon again.
yelp,I miss it and wish they had one in Philadelphia!
yelp,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.
yelp,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.
yelp,Pretty cool I would say.
yelp,The flair bartenders are absolutely amazing!
yelp,The croutons also taste homemade which is an extra plus.
yelp,the potatoes were great and so was the biscuit.
yelp,So they performed.
yelp,It's worth driving up from Tucson!
yelp,Best tacos in town by far!!
yelp,"The chips and salsa were really good, the salsa was very fresh."
yelp,Our server was super nice and checked on us many times.
yelp,The cocktails are all handmade and delicious.
yelp,They know how to make them here.
yelp,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!
yelp,Great service and food.
yelp,We loved the biscuits!!!
yelp,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas."
yelp,They really want to make your experience a good one.
yelp,Favorite place in town for shawarrrrrrma!!!!!!
yelp,"The burger is good beef, cooked just right."
yelp,The seasonal fruit was fresh white peach puree.
yelp,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area."
yelp,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good."
yelp,The food is good.
yelp,"The atmosphere is modern and hip, while maintaining a touch of coziness."
yelp,Best tater tots in the southwest.
yelp,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways."
yelp,Penne vodka excellent!
yelp,I believe that this place is a great stop for those with a huge belly and hankering for sushi.
yelp,"Cute, quaint, simple, honest."
yelp,A fantastic neighborhood gem !!!
yelp,Now the pizza itself was good the peanut sauce was very tasty.
yelp,It was awesome.
yelp,The nachos are a MUST HAVE!
yelp,I like Steiners because it's dark and it feels like a bar.
yelp,I had the opportunity today to sample your amazing pizzas!
yelp,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff."
yelp,Waitress was good though!
yelp,"You get incredibly fresh fish, prepared with care."
yelp,These were so good we ordered them twice.
yelp,Service is quick and friendly.
yelp,I liked the patio and the service was outstanding.
yelp,All of the tapas dishes were delicious!
yelp,"In the summer, you can dine in a charming outdoor patio - so very delightful."
yelp,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers."
yelp,The food was excellent and service was very good.
yelp,"I have been here several times in the past, and the experience has always been great."
yelp,Great place fo take out or eat in.
yelp,An absolute must visit!
yelp,Very friendly staff.
yelp,I loved the bacon wrapped dates.
yelp,Last night was my second time dining here and I was so happy I decided to go back!
yelp,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval."
yelp,The selection on the menu was great and so were the prices.
yelp,"All in all, I can assure you I'll be back."
yelp,Great food.
yelp,"Food was good, service was good, Prices were good."
yelp,The black eyed peas and sweet potatoes... UNREAL!
yelp,As always the evening was wonderful and the food delicious!
yelp,"I have eaten here multiple times, and each time the food was delicious."
yelp,My fiancé and I came in the middle of the day and we were greeted and seated right away.
yelp,"And considering the two of us left there very full and happy for about $20, you just can't go wrong."
yelp,"Great food and service, huge portions and they give a military discount."
yelp,I *heart* this place.
yelp,this place is good.
yelp,"I love the owner/chef, his one authentic Japanese cool dude!"
yelp,I didn't know pulled pork could be soooo delicious.
yelp,I recently tried Caballero's and I have been back every week since!
yelp,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc."
yelp,CONCLUSION: Very filling meals.
yelp,You won't be disappointed.
yelp,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable."
yelp,The steak and the shrimp are in my opinion the best entrees at GC.
yelp,Restaurant is always full but never a wait.
yelp,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor."
yelp,The fries were great too.
yelp,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here."
yelp,"This was my first crawfish experience, and it was delicious!"
yelp,"On a positive note, our server was very attentive and provided great service."
yelp,"I had strawberry tea, which was good."
yelp,The waitress was friendly and happy to accomodate for vegan/veggie options.
yelp,We loved the place.
yelp,"Nice, spicy and tender."
yelp,We walked away stuffed and happy about our first Vegas buffet experience.
yelp,"Point your finger at any item on the menu, order it and you won't be disappointed."
yelp,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous."
yelp,Service was fine and the waitress was friendly.
yelp,Generous portions and great taste.
yelp,The roast beef sandwich tasted really good!
yelp,"Loved it...friendly servers, great food, wonderful and imaginative menu."
yelp,I had a seriously solid breakfast here.
yelp,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.
yelp,Omelets are to die for!
yelp,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.
yelp,The grilled chicken was so tender and yellow from the saffron seasoning.
yelp,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser."
yelp,"Great food for the price, which is very high quality and house made."
yelp,"Best Buffet in town, for the price you cannot beat it."
yelp,"Anyway, this FS restaurant has a wonderful breakfast/lunch."
yelp,The ambiance was incredible.
yelp,The atmosphere was great with a lovely duo of violinists playing songs we requested.
yelp,This place is amazing!
yelp,The food was very good.
yelp,The portion was huge!
yelp,The goat taco didn't skimp on the meat and wow what FLAVOR!
yelp,"The food was great as always, compliments to the chef."
yelp,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!
yelp,He deserves 5 stars.
yelp,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!"
yelp,This place is awesome if you want something light and healthy during the summer.
yelp,I was seated immediately.
yelp,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;
yelp,They also have the best cheese crisp in town.
yelp,Food was delicious!
yelp,"Both of them were truly unbelievably good, and I am so glad we went back."
yelp,you can watch them preparing the delicious food!)
yelp,The cow tongue and cheek tacos are amazing.
yelp,This was my first time and I can't wait until the next.
yelp,The staff are also very friendly and efficient.
yelp,"Of all the dishes, the salmon was the best, but all were great."
yelp,Food was so gooodd.
yelp,They have great dinners.
yelp,Best fish I've ever had in my life!
yelp,Great brunch spot.
yelp,"I don't have very many words to say about this place, but it does everything pretty well."
yelp,The sweet potato fries were very good and seasoned well.
yelp,I could eat their bruschetta all day it is devine.
yelp,Ambience is perfect.
yelp,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.
yelp,Service was good and the company was better!
